N° ECONOMICO,FECHA DE ASIGNACIÓN,LITROS ASIGNADOS,PRECIO POR LITRO,TOTAL
TRANSPORTER (M-101),11/01/23,50.064,21.7,"1,086.39"
TRANSPORTER (M-101),12/04/23,70.76,21.9,"1,549.64"
TRANSPORTER (M-101),24/04/23,48.18,21.61,"1,041.17"
TRANSPORTER (M-101),8/05/23,66.35,21.49,"1,425.86"
TRANSPORTER (M-101),5/06/23,66,21.7,1432.2
TRANSPORTER (M-101),4/09/23,63.13,22.32,"1,409.06"
TRANSPORTER (M-101),1/11/23,32,21.02,672.64
TRANSPORTER (M-101),21/11/23,68.8,21.7,"1,492.96"
TRANSPORTER (M-101),28/11/23,54.37,20.5,"1,114.59"
TRANSPORTER (M-101),16/12/23,40.88,19.99,817.19
TRANSPORTER (M-101),8/01/24,69.54,19.69,"1,369.24"
TRANSPORTER (M-101),25/01/24,56.51,19.69,"1,112.68"
TRANSPORTER (M-101),29/01/24,60.46,19.69,"1,190.46"
TRANSPORTER (M-101),8/02/24,20,19.6,392
TRANSPORTER (M-101),12/02/24,66.38,19.6,"1,301.05"
TRANSPORTER (M-101),27/02/24,42.7,20.6,879.62
TRANSPORTER (M-101),11/03/24,82,20.6,1689.2
TRANSPORTER (M-101),26/03/24,66.86,21.1,"1,410.75"
TRANSPORTER (M-101),23/04/24,68.81,21.6,1486.3
TRANSPORTER (M-101),10/05/24,50,21.6,1080
TRANSPORTER (M-101),30/05/24,53.03,22.69,"1,203.25"
TRANSPORTER (M-101),10/06/24,76.43,22.69,1734.2
TRANSPORTER (M-101),29/06/24,69.48,22.69,1576.5
TRANSPORTER (M-101),9/07/24,55.38,22.69,"1,256.57"
TRANSPORTER (M-101),11/07/24,60.82,22.69,"1,380.01"
TRANSPORTER (M-101),11/07/24,11.01,22.69,249.82
TRANSPORTER (M-101),13/07/24,60,22.69,1361.4
TRANSPORTER (M-101),26/07/24,57,22.69,"1,293.33"
TRANSPORTER (M-101),13/08/24,70,22.69,1588.3
TRANSPORTER (M-101),26/08/24,55.36,22.69,"1,256.12"
TRANSPORTER (M-101),30/08/24,68.4,22.69,1552
TRANSPORTER (M-101),23/08/24,51,22.69,"1,157.19"
TRANSPORTER (M-101),12/09/24,30.26,22.69,686.6
TRANSPORTER (M-101),26/09/24,60.01,22.9,"1,374.23"
TRANSPORTER (M-101),20/09/24,79.74,22.9,"1,826.05"
R01,24/06/24,235,22.69,"5,332.15"
R01,25/06/24,472,22.69,"10,709.68"
R01,2/07/24,557.03,22.69,"12,639.01"
R01,28/06/24,546,22.69,"12,388.74"
R01,4/07/24,591,22.69,"13,409.79"
R01,8/07/24,121,22.69,"2,745.49"
R01,10/07/24,407,22.69,"9,234.83"
R01,18/07/24,644.72,22.69,14628.7
R01,19/07/24,120.58,22.69,"2,735.96"
R01,22/07/24,695.03,22.69,"15,770.23"
R01,24/07/24,255.51,22.69,"5,797.52"
R01,26/07/24,376.58,22.69,8544.6
R01,31/07/24,453.353,24.99,"11,329.29"
R01,2/08/24,558.29,22.69,12667.6
R01,6/08/24,564.25,22.69,"12,802.83"
R01,12/08/24,848.41,22.69,"19,250.42"
R01,9/08/24,400,25.99,10396
R01,15/08/24,647.95,22.69,"14,701.99"
R01,16/08/24,610.2,22.69,"13,845.44"
R01,20/08/24,474.16,22.69,"10,758.69"
R01,23/08/24,644.83,22.69,"14,631.19"
M33,25/09/24,196,22.9,4488.4
M33,24/09/24,724,22.9,16579.6
M33,27/09/24,272.14,22.9,"6,232.01"
M33,2/10/24,574.47,21.25,"12,207.49"
M32,10/09/24,690.04,22.69,"15,657.01"
M32,13/09/24,707.151,24.99,17671.7
M32,17/09/24,501.58,22.69,"11,380.85"
M32,19/09/24,443.02,22.9,"10,145.16"
M32,24/09/24,550.01,22.9,"12,595.23"
M32,26/09/24,399.76,24.99,9990
M32,2/10/24,644,21.25,13685
M32,5/10/24,575,21.25,"12,218.75"
M31,8/04/24,625.01,21.6,"13,500.22"
M31,10/04/24,200,24.98,4996
M31,12/04/24,200,24.99,4998
M31,13/04/24,564.01,21.6,"12,182.62"
M31,19/04/24,455.01,21.6,"9,828.22"
M31,17/04/24,749.438,26.66,"19,980.02"
M31,22/04/24,615.3,21.6,"13,290.48"
M31,30/04/24,817.1,21.6,"17,649.36"
M31,27/04/24,792.448,26.66,"21,126.66"
M31,10/05/24,729.799,26.66,"19,456.44"
M31,7/05/24,200,24.99,4998
M31,5/05/24,600,21.6,12960
M31,7/05/24,634.618,25.01,15871.8
M31,14/05/24,769.25,22.5,"17,308.13"
M31,20/05/24,485,22.5,10912.5
M31,17/05/24,749.438,26.66,"19,980.02"
M31,23/05/24,538.28,22.5,12111.3
M31,31/05/24,150.2,22.69,"3,408.04"
M31,6/06/24,563.21,22.69,"12,779.23"
M31,8/06/24,535,22.69,"12,139.15"
M31,11/06/24,516,22.69,"11,708.04"
M31,14/06/24,560.13,22.69,"12,709.35"
M31,15/06/24,470.5,22.69,"10,675.65"
M31,20/06/24,585.08,22.69,"13,275.47"
M31,22/06/24,558,22.69,"12,661.02"
M31,25/06/24,461.75,25.29,"11,677.66"
M31,1/07/24,771.54,22.69,"17,506.24"
M31,28/06/24,749.438,26.66,"19,980.02"
M31,4/07/24,537.928,24.99,"13,442.82"
M31,8/07/24,593.01,22.69,13455.4
M31,12/07/24,300,25.69,7707
M31,13/07/24,475,22.69,"10,777.75"
M31,16/07/24,229.3,22.69,"5,202.82"
M31,25/07/24,486.85,22.69,"11,046.63"
M31,30/07/24,423.17,22.69,"9,601.73"
M31,2/08/24,400,25.99,10396
M31,5/08/24,800.03,22.69,"18,152.68"
M31,8/08/24,221.77,22.69,"5,031.96"
M31,12/08/24,604.54,22.69,"13,717.01"
M31,21/08/24,738.98,22.69,"16,767.46"
M31,18/08/24,606.824,27.16,"16,481.34"
M31,24/08/24,542.81,22.69,"12,316.36"
M31,2/09/24,632.89,22.69,"14,360.27"
M31,9/09/24,610.33,22.69,"13,848.39"
M31,28/08/24,562.02,22.69,"12,752.23"
M31,11/09/24,389.12,22.69,"8,829.13"
M31,14/09/24,459.86,22.69,"10,434.22"
M31,18/09/24,573.803,24.99,"14,339.34"
M31,20/09/24,661.77,22.9,"15,154.53"
M31,28/09/24,656.53,22.9,"15,034.54"
M31,1/10/24,357.2,21.25,7590.5
M31,5/10/24,486.85,21.25,"10,345.56"
M31,4/10/24,544.874,24.99,13616.4
M30,24/01/24,625.81,19.69,12322.2
M30,29/01/24,708.43,19.69,"13,948.99"
M30,31/01/24,400,23.99,9596
M30,3/02/24,500,19.69,9845
M30,6/02/24,595,19.69,"11,715.55"
M30,9/02/24,358.59,19.6,"7,028.36"
M30,13/02/24,335,19.6,6566
M30,15/02/24,232.31,19.6,"4,553.28"
M30,19/02/24,546.27,24.59,"13,432.78"
M30,23/02/24,700,20.6,14420
M30,29/02/24,350,24.39,8536.5
M30,27/02/24,200,24.39,4878
M30,28/02/24,200,24.39,4878
M30,2/03/24,250,24.45,6112.5
M30,5/03/24,717,20.6,14770.2
M30,11/03/24,556,20.6,11453.6
M30,13/03/24,467.92,26.66,"12,474.75"
M30,19/03/24,750,21.1,15825
M30,16/03/24,400,23.99,9596
M30,16/03/24,449.241,26.66,"11,976.77"
M30,23/03/24,328.66,21.1,"6,934.73"
M30,26/03/24,294.34,21.1,"6,210.57"
M30,2/04/24,100,21.6,2160
M30,3/04/24,701.61,21.6,"15,154.78"
M30,5/04/24,520,21.6,11232
M30,8/04/24,450,21.6,9720
M30,10/04/24,436,21.6,9417.6
M30,11/04/24,200,24.98,4996
M30,15/04/24,300,24.98,7494
M30,16/04/24,600.319,24.97,"14,989.97"
M30,18/04/24,522,21.6,11275.2
M30,23/04/24,332,21.6,7171.2
M30,27/04/24,609,21.6,13154.4
M30,29/04/24,203,21.6,4384.8
M30,2/05/24,542,21.6,11707.2
M30,4/05/24,475.32,21.6,"10,266.91"
M30,9/05/24,483.74,21.6,"10,448.78"
M30,7/05/24,553.9,21.6,"11,964.24"
M30,14/05/24,563.02,21.6,"12,161.23"
M30,18/05/24,553.1,22.5,"12,444.75"
M30,15/05/24,516.45,22.5,"11,620.13"
M30,23/05/24,520.01,22.5,"11,700.23"
M30,24/05/24,225,22.5,5062.5
M30,28/05/24,380.05,22.5,"8,551.13"
M30,10/06/24,385.01,22.69,"8,735.88"
M30,3/06/24,623,22.69,"14,135.87"
M30,1/06/24,606.263,24.59,"14,908.01"
M30,30/05/24,200.01,22.69,"4,538.23"
M30,6/06/24,683.1,22.69,"15,499.54"
M30,14/06/24,744.73,26.66,19854.5
M30,15/06/24,451.72,22.69,"10,249.53"
M30,22/06/24,459,22.69,"10,414.71"
M30,20/06/24,428,22.69,"9,711.32"
M30,26/06/24,330,22.69,7487.7
M30,2/07/24,607.69,22.69,"13,788.49"
M30,3/07/24,200,25.18,5036
M30,4/07/24,200,25.18,5036
M30,5/07/24,564.64,22.69,"12,811.68"
M30,8/07/24,462.05,22.69,"10,483.91"
M30,10/07/24,210.04,22.69,"4,765.81"
M30,12/07/24,162,22.69,"3,675.78"
M30,17/07/24,619.76,24.99,15487.8
M30,18/07/24,669.19,22.69,"15,183.92"
M30,22/07/24,550.02,22.69,"12,479.95"
M30,27/07/24,634.45,22.69,"14,395.67"
M30,1/08/24,669.764,24.99,16737.4
M30,2/08/24,457.3,22.69,"10,376.14"
M30,5/08/24,465,22.69,"10,550.85"
M30,7/08/24,459.71,22.69,"10,430.82"
M30,8/08/24,171.46,22.69,"3,890.43"
M30,16/08/24,100,25.29,2529
M30,17/08/24,677.13,22.69,"15,364.08"
M30,21/08/24,532.39,22.69,"12,079.93"
M30,24/08/24,591.81,22.69,"13,428.17"
M30,27/08/24,500.53,22.69,"11,357.03"
M30,2/09/24,469.46,22.69,"10,652.05"
M30,29/08/24,100,25.61,2561
M30,30/08/24,561.92,22.69,"12,749.96"
M30,10/09/24,403.89,22.69,"9,164.26"
M30,5/09/24,744.17,22.69,"16,885.22"
M30,12/09/24,461.08,22.69,"10,461.91"
M30,17/09/24,424.75,22.69,"9,637.58"
M30,19/09/24,350.81,22.69,"7,959.88"
M30,25/09/24,740.42,22.9,"16,955.62"
M30,21/09/24,563.802,27.46,15482
M30,28/09/24,477,22.9,10923.3
M30,1/10/24,195,21.25,"4,143.75"
M30,3/10/24,463.57,21.25,"9,850.86"
M29,9/09/23,261.26,22.32,"5,831.32"
M29,26/08/23,593.2,22.32,"13,240.22"
M29,29/08/23,300,24.09,7227
M29,4/09/23,487.48,22.32,"10,880.55"
M29,31/08/23,560.67,22.32,"12,514.15"
M29,6/09/23,556.31,22.32,"12,416.84"
M29,12/09/23,771.43,22.32,"17,218.32"
M29,15/09/23,295.47,21.99,"6,497.39"
M29,22/09/23,593.41,24.95,"14,805.58"
M29,22/09/23,521.8,21.099,"11,009.46"
M29,27/09/23,678.96,21.099,"14,325.38"
M29,2/10/23,346.01,21.499,"7,438.87"
M29,5/10/23,178.86,21.499,"3,845.31"
M29,9/10/23,100,21.499,2149.9
M29,10/10/23,792.08,21.499,"17,028.93"
M29,14/10/23,580.14,21.099,"12,240.37"
M29,19/10/23,718.81,21.2,"15,238.77"
M29,23/10/23,654.78,21.2,"13,881.34"
M29,27/10/23,75.41,21.2,"1,598.69"
M29,30/10/23,639.87,21.2,"13,565.24"
M29,3/11/23,532.74,21.2,"11,294.09"
M29,18/10/23,50,21.2,1060
M29,7/11/23,103.1,21.2,"2,185.72"
M29,11/11/23,817.82,21.2,"17,337.78"
M29,17/11/23,565.6,24.39,"13,794.98"
M29,20/11/23,655.74,21.7,"14,229.56"
M29,24/11/23,623.35,20.5,"12,778.68"
M29,28/11/23,400,23.99,9596
M29,29/11/23,702.21,20.299,"14,254.16"
M29,28/11/23,0,0,0
M29,4/12/23,660.866,25.16,"16,627.39"
M29,5/12/23,472.01,20.299,"9,581.33"
M29,7/12/23,411.64,20.299,"8,355.88"
M29,19/12/23,358.77,19.99,"7,171.81"
M29,11/12/23,472.42,20.299,"9,589.65"
M29,14/12/23,531.31,24.39,"12,958.65"
M29,16/12/23,602.05,19.99,"12,034.98"
M29,22/12/23,586.78,19.69,11553.7
M29,30/12/23,429.38,19.69,"8,454.49"
M29,5/01/24,579.73,19.69,"11,414.88"
M29,9/01/24,634.41,19.69,"12,491.53"
M29,14/01/24,200,23.89,4778
M29,15/01/24,672.93,19.69,"13,249.99"
M29,12/01/24,200,23.88,4776
M29,19/01/24,333.66,19.69,"6,569.77"
M29,23/01/24,182.8,19.69,"3,599.33"
M29,29/01/24,590.85,19.69,"11,633.84"
M29,2/02/24,250,24.19,6047.5
M29,31/01/24,200,24.18,4836
M29,3/02/24,611.53,19.69,"12,041.03"
M29,12/04/24,526,21.6,11361.6
M29,10/04/24,53.01,21.6,"1,145.02"
M29,13/04/24,110.86,21.6,"2,394.58"
M29,19/04/24,255,21.6,5508
M29,15/04/24,425.63,24.39,"10,381.12"
M29,17/04/24,430,21.6,9288
M29,22/04/24,501,21.6,10821.6
M29,24/04/24,615.34,21.6,"13,291.34"
M29,26/04/24,250.01,21.6,"5,400.22"
M29,1/05/24,400,25.79,10316
M29,2/05/24,100,21.6,2160
M29,2/05/24,734.1,21.6,"15,856.56"
M29,3/05/24,98.68,21.6,"2,131.49"
M29,10/05/24,422.29,21.6,"9,121.46"
M29,8/05/24,486.01,21.6,"10,497.82"
M29,15/05/24,336,22.5,7560
M29,13/05/24,214,21.6,4622.4
M29,20/05/24,698.12,22.5,15707.7
M29,23/05/24,474.01,22.5,"10,665.23"
M29,24/05/24,143.01,22.5,"3,217.73"
M29,28/05/24,664.03,22.5,"14,940.68"
M29,31/05/24,508.01,22.69,"11,526.75"
M29,7/06/24,337,22.69,"7,646.53"
M29,4/06/24,441,22.69,"10,006.29"
M29,10/06/24,568,22.69,"12,887.92"
M29,12/06/24,522,22.69,"11,844.18"
M29,15/06/24,424.09,22.69,9622.6
M29,20/06/24,200,22.69,4538
M29,21/06/24,696.22,22.69,"15,797.23"
M29,26/06/24,551,22.69,"12,502.19"
M29,1/07/24,605,22.69,"13,727.45"
M29,25/07/24,113.26,22.69,"2,569.87"
M29,30/07/24,627.79,22.69,"14,244.56"
M29,1/08/24,430.95,22.69,"9,778.26"
M29,5/08/24,765,22.69,"17,357.85"
M29,8/08/24,603.42,22.69,13691.6
M29,15/08/24,622.7,22.69,"14,129.06"
M29,21/08/24,512.37,22.69,"11,625.68"
M29,24/08/24,547.82,22.69,"12,430.04"
M29,28/08/24,150,25.61,3841.5
M29,29/08/24,600,22.69,13614
M29,30/08/24,568.226,24.99,"14,199.97"
M29,9/09/24,496.61,22.69,"11,268.08"
M29,3/09/24,671.63,22.69,"15,239.28"
M29,5/09/24,390.44,22.69,"8,859.08"
M29,12/09/24,226.21,22.69,5132.7
M29,16/09/24,289,22.69,"6,557.41"
M29,18/09/24,493.19,22.69,"11,190.48"
M29,21/09/24,196.44,22.9,"4,498.48"
M29,27/09/24,472.82,22.9,"10,827.58"
M29,25/09/24,248.75,22.9,"5,696.38"
M29,30/09/24,463.54,21.25,"9,850.23"
M28,2/01/23,460.04,24.65,"11,339.99"
M28,11/01/23,380.037,23.99,"9,117.09"
M28,5/01/23,450,22.99,10345.5
M28,6/01/23,416.424,23.99,"9,990.01"
M28,9/01/23,377.168,22.1,"8,335.41"
M28,14/01/23,450,22.99,10345.5
M28,16/01/23,375,21.7,8137.5
M28,15/01/23,491.448,23.99,"11,789.84"
M28,27/01/23,449.94,23.28,10474.6
M28,30/01/23,562.3,21.7,"12,201.91"
M28,2/02/23,445.326,24.65,"10,977.29"
M28,4/02/23,450,22.79,10255.5
M28,6/02/23,581.459,23.99,13949.2
M28,8/02/23,577.088,20.97,"12,101.54"
M28,12/02/23,380.022,23.99,"9,116.73"
M28,16/02/23,450,22.99,10345.5
M28,18/02/23,541.684,23.99,12995
M28,22/02/23,414.075,19,"7,867.43"
M28,26/02/23,495.473,24.65,"12,213.41"
M28,1/03/23,500,22.79,11395
M28,2/03/23,383.52,23.99,"9,200.64"
M28,4/03/23,388.65,20.152,"7,832.07"
M28,17/03/23,591.53,20.73,"12,262.42"
M28,9/03/23,365.02,23.99,"8,756.83"
M28,11/03/23,450,23.29,10480.5
M28,28/03/23,400,22.79,9116
M28,1/04/23,597.91,21.2,"12,675.69"
M28,30/03/23,652.46,23.99,"15,652.52"
M28,10/04/23,755.69,21.9,"16,549.61"
M28,15/04/23,390.11,23.99,"9,358.74"
M28,15/04/23,400,22.99,9196
M28,17/04/23,662.57,23.99,"15,895.05"
M28,19/04/23,601.25,21.61,"12,993.01"
M28,6/04/23,400,24.49,9796
M28,23/04/23,410.01,23.99,"9,836.14"
M28,26/05/23,450,22.79,10255.5
M28,28/04/23,566.43,23.99,"13,588.66"
M28,29/04/23,443.42,21.3,"9,444.85"
M28,3/05/23,142.22,21.49,"3,056.31"
M28,17/05/23,580.78,20.2,"11,731.76"
M28,25/05/23,764.7,20.2,"15,446.94"
M28,27/05/23,235.97,20.2,"4,766.59"
M28,10/06/23,161.18,21.7,"3,497.61"
M28,6/05/23,368.47,23.46,"8,644.31"
M28,14/05/23,400,23.17,9268
M28,15/05/23,476.46,23.36,"11,130.11"
M28,2/06/23,708.7,21.7,"15,378.79"
M28,8/06/23,656.26,21.7,"14,240.84"
M28,20/06/23,405.274,24.65,9990
M28,15/06/23,240,23.85,5724
M28,14/06/23,100,24.39,2439
M28,15/06/23,300,23.09,6927
M28,15/06/23,418.868,23.85,9990
M28,27/06/23,755.04,21.7,"16,384.37"
M28,10/05/23,150,23.45,3517.5
M28,12/06/23,500,23.18,11590
M28,17/06/23,416.424,23.99,"9,990.01"
M28,21/06/23,473.81,21.7,"10,281.68"
M28,10/07/23,802.17,20.48,"16,428.44"
M28,6/06/23,368.47,24.74,"9,115.95"
M28,12/07/23,360,23.99,8636.4
M28,14/07/23,400,22.79,9116
M28,15/07/23,476.819,23.99,"11,438.89"
M28,18/07/23,400.72,22.33,"8,948.08"
M28,22/07/23,710.21,20.7499,"14,736.79"
M28,23/07/23,200,23.39,4678
M28,25/07/23,200,23.18,4636
M28,26/07/23,636.87,20.7499,"13,214.99"
M28,8/08/23,100,22.92,2292
M28,9/08/23,605.629,23.99,"14,529.04"
M28,3/08/23,466.443,23.99,"11,189.97"
M28,7/08/23,400,22.92,9168
M28,12/08/23,533.31,23.2,"12,372.79"
M28,16/08/23,224.34,23.2,"5,204.69"
M28,17/08/23,200,23.49,4698
M28,22/08/23,400,23.68,9472
M28,23/08/23,484.74,24.09,"11,677.39"
M28,26/08/23,562.84,22.32,"12,562.59"
M28,5/09/23,568.578,23.99,"13,640.19"
M28,7/09/23,647.14,23.99,"15,524.89"
M28,31/08/23,200,23.69,4738
M28,2/09/23,200,23.69,4738
M28,4/09/23,677.45,22.32,"15,120.68"
M28,9/09/23,417.93,22.32,9328.2
M28,13/09/23,200,23.58,4716
M28,15/09/23,200,23.68,4736
M28,18/09/23,590.01,21.99,"12,974.32"
M28,22/09/23,200,23.49,4698
M28,27/09/23,200,23.38,4676
M28,23/09/23,200,23.88,4776
M28,26/09/23,660,21.099,"13,925.34"
M28,30/09/23,606.42,21.099,"12,794.86"
M28,29/09/23,200,23.78,4756
M28,4/10/23,200,23.49,4698
M28,6/10/23,200,23.78,4756
M28,10/10/23,630.84,21.499,"13,562.43"
M28,12/10/23,200,23.58,4716
M28,13/10/23,200,23.78,4756
M28,14/10/23,591.14,21.099,"12,472.46"
M28,19/10/23,200,23.59,4718
M28,20/10/23,200,23.78,4756
M28,23/10/23,615.76,21.2,"13,054.11"
M28,28/10/23,200,23.78,4756
M28,26/10/23,200,23.59,4718
M28,30/10/23,617.26,21.2,"13,085.91"
M28,2/11/23,200,23.58,4716
M28,4/11/23,200,23.88,4776
M28,6/11/23,611.81,21.2,"12,970.37"
M28,10/11/23,200,23.69,4738
M28,12/11/23,200,23.78,4756
M28,5/12/23,646.12,20.299,"13,115.59"
M28,7/12/23,447.063,25.16,"11,248.11"
M28,11/12/23,540.65,24.39,"13,186.45"
M28,9/12/23,400,22.89,9156
M28,13/12/23,640.03,19.99,12794.2
M28,16/12/23,554.28,19.99,"11,080.06"
M28,19/12/23,528.87,19.99,"10,572.11"
M28,21/12/23,200,23.79,4758
M28,23/12/23,200,23.88,4776
M28,27/12/23,150.01,19.69,2953.7
M28,27/12/23,621.45,19.69,"12,236.35"
M28,30/12/23,445.59,19.69,"8,773.67"
M28,3/01/24,538.42,19.69,"10,601.49"
M28,6/01/24,200,23.79,4758
M28,12/01/24,468.84,19.69,"9,231.46"
M28,18/01/24,382.735,25.16,"9,629.61"
M28,25/01/24,200,24.19,4838
M28,14/01/24,438.834,25.16,"11,041.06"
M28,9/01/24,300,23.89,7167
M28,10/01/24,591.039,24.49,"14,474.55"
M28,17/01/24,400,22.99,9196
M28,22/01/24,733.36,19.69,"14,439.86"
M28,31/01/24,638.312,24.59,"15,696.09"
M28,30/01/24,250,24.09,6022.5
M28,2/02/24,441.05,19.69,"8,684.27"
M28,8/02/24,200,24.48,4896
M28,12/02/24,300,24.48,7344
M28,13/02/24,571.27,24.59,"14,047.53"
M28,16/02/24,495.57,19.6,"9,713.17"
M28,23/02/24,542.79,20.6,"11,181.47"
M28,15/03/24,596.33,21.5,12821.1
M28,19/03/24,425,21.1,8967.5
M28,21/03/24,200,24.98,4996
M28,23/03/24,610.28,21.1,"12,876.91"
M28,23/03/24,200,24.99,4998
M28,26/03/24,200,24.69,4938
M28,30/03/24,735,21.1,15508.5
M28,2/04/24,689.732,26.66,"18,388.26"
M28,3/04/24,607.07,21.6,"13,112.71"
M28,6/04/24,540,21.6,11664
M28,8/04/24,424.73,26.66,11323.3
M28,11/04/24,412.72,26.66,"11,003.12"
M28,10/04/24,300,23.99,7197
M28,13/04/24,462,21.6,9979.2
M28,18/04/24,649.747,26.66,"17,322.26"
M28,24/04/24,483,21.6,10432.8
M28,26/04/24,200,24.98,4996
M28,27/04/24,616.3,21.6,"13,312.08"
M28,22/04/24,730.03,21.6,"15,768.65"
M28,29/04/24,245.6,21.6,"5,304.96"
M28,3/05/24,200,24.99,4998
M28,1/05/24,200,24.98,4996
M28,3/05/24,580.16,21.6,"12,531.46"
M28,20/05/24,601,22.5,13522.5
M28,8/05/24,617,21.6,13327.2
M28,16/05/24,599.871,26.66,"15,992.56"
M28,17/05/24,444.5,22.5,"10,001.25"
M28,13/05/24,608.21,21.6,"13,137.34"
M28,23/05/24,639.736,26.66,"17,055.36"
M28,27/05/24,694,22.5,15615
M28,30/05/24,200,24.99,4998
M28,31/05/24,584,22.69,"13,250.96"
M28,29/05/24,200,24.98,4996
M28,7/06/24,641.334,24.59,15770.4
M28,4/06/24,458.86,22.69,"10,411.53"
M28,10/06/24,100,22.69,2269
M28,11/06/24,568.1,22.69,"12,890.19"
M28,13/06/24,449.799,26.66,"11,991.64"
M28,17/06/24,300,24.19,7257
M28,18/06/24,514.719,26.66,"13,722.41"
M28,21/06/24,504.26,22.69,"11,441.66"
M28,23/06/24,454.719,26.66,"12,122.81"
M28,26/06/24,300,24.19,7257
M28,27/06/24,526.31,26.66,"14,031.42"
M28,29/06/24,496,22.69,"11,254.24"
M28,3/07/24,719.805,24.99,"17,987.93"
M28,6/07/24,600.86,22.69,"13,633.51"
M28,16/07/24,444.94,22.69,"10,095.69"
M28,22/07/24,9.1,22.69,206.48
M28,29/07/24,628.75,22.69,"14,266.34"
M28,8/08/24,628.85,22.69,"14,268.61"
M28,14/08/24,549.82,22.69,"12,475.42"
M28,10/08/24,235.87,22.69,"5,351.89"
M28,21/08/24,103.57,22.69,2350
M28,10/09/24,553.53,22.69,12559.6
M28,26/08/24,679.661,27.46,"18,663.49"
M28,28/08/24,465.123,25.61,11911.8
M28,2/09/24,446.78,22.69,"10,137.44"
M28,30/08/24,634.065,27.46,"17,411.42"
M28,6/09/24,694.83,24.99,17363.8
M28,14/09/24,559.8,22.69,"12,701.86"
M28,20/09/24,647.33,22.9,"14,823.86"
M28,24/09/24,527.14,22.9,"12,071.51"
M28,30/09/24,757.601,27.46,"20,803.72"
M28,3/10/24,100,25.69,2569
M28,28/09/24,200,27.46,5492
M28,4/10/24,638,21.25,13557.5
M27,6/01/23,268.281,22.1,"5,929.01"
M27,11/01/23,326.441,21.7,"7,083.77"
M27,16/01/23,300,21.7,6510
M27,19/01/23,331.206,21.7,"7,187.17"
M27,27/01/23,268.58,21.7,"5,828.19"
M27,7/02/23,200,20.97,4194
M27,8/02/23,280.768,20.97,5887.7
M27,13/02/23,357.156,19,"6,785.96"
M27,20/02/23,392.701,19,"7,461.32"
M27,23/02/23,400.105,19,7602
M27,8/03/23,338.93,20.152,"6,830.12"
M27,16/03/23,375.58,20.73,"7,785.77"
M27,24/03/23,309.45,21.57,"6,674.84"
M27,29/03/23,303.69,21.57,"6,550.59"
M27,18/03/23,239.15,21.2,"5,069.98"
M27,3/04/23,349.3,21.2,"7,405.16"
M27,20/04/23,228.93,21.61,"4,947.18"
M27,11/04/23,429.95,21.9,9415.9
M27,14/04/23,202.35,21.9,"4,431.46"
M27,25/04/23,349.94,21.61,7562.2
M27,2/05/23,377.04,21.49,"8,102.59"
M27,5/05/23,289.64,21.49,"6,224.36"
M27,10/05/23,314.26,22.15,"6,960.86"
M27,16/05/23,369.11,20.2,"7,456.02"
M27,22/05/23,323.9,20.2,"6,542.78"
M27,26/05/23,337.48,20.2,6817.1
M27,14/06/23,329.47,21.7,7149.5
M27,2/06/23,363.47,21.7,7887.3
M27,7/06/23,337.15,21.7,"7,316.15"
M27,14/06/23,100,21.7,2170
M27,20/06/23,350.59,21.7,7607.8
M27,19/06/23,100,21.7,2170
M27,1/07/23,311.07,20.48,"6,370.71"
M27,7/07/23,352,20.48,"7,208.96"
M27,12/07/23,353.23,21.72,"7,672.16"
M27,15/07/23,195.26,22.33,"4,360.16"
M27,13/07/23,166.54,21.72,"3,617.25"
M27,17/07/23,198.12,22.33,"4,424.02"
M27,20/07/23,332.87,20.7499,"6,907.02"
M27,31/07/23,340.47,22.650032,"7,711.66"
M27,26/07/23,100,20.7499,"2,074.99"
M27,27/07/23,365.82,22.650032,"8,285.83"
M27,7/08/23,381.67,23.37,"8,919.63"
M27,12/08/23,313.62,23.2,"7,275.98"
M27,16/08/23,410.02,23.2,"9,512.46"
M27,22/08/23,354.2,22.32,"7,905.74"
M27,25/08/23,348.9,22.32,"7,787.45"
M27,7/09/23,393.85,22.32,"8,790.73"
M27,11/09/23,264.89,22.32,"5,912.34"
M27,30/08/23,200,22.32,4464
M27,1/09/23,352.39,22.32,"7,865.34"
M27,19/09/23,423.98,21.99,"9,323.32"
M27,25/09/23,240.72,21.099,"5,078.95"
M27,5/10/23,355.03,21.499,"7,632.79"
M27,10/10/23,365.46,21.499,"7,857.02"
M27,17/10/23,332.6,21.2,"7,051.12"
M27,23/10/23,408.61,21.2,"8,662.53"
M27,29/10/23,100,21.2,2120
M27,30/10/23,314.63,21.2,"6,670.16"
M27,6/11/23,245.5,21.2,5204.6
M27,11/11/23,343.28,21.2,"7,277.54"
M27,20/11/23,375.55,21.7,"8,149.44"
M27,24/11/23,333,20.5,6826.5
M27,29/11/23,337,20.299,"6,840.76"
M27,4/12/23,406,20.299,"8,241.39"
M27,8/12/23,300,20.299,6089.7
M27,13/12/23,338,19.99,"6,756.62"
M27,16/12/23,260,19.99,5197.4
M27,20/12/23,352.16,19.99,"7,039.68"
M27,30/12/23,325,19.69,"6,399.25"
M27,4/01/24,100,19.69,1969
M27,5/01/24,439.29,19.69,"8,649.62"
M27,12/01/24,100,19.69,1969
M27,27/01/24,415.03,19.69,"8,171.94"
M27,15/01/24,465.69,19.69,"9,169.44"
M27,19/01/24,330.49,19.69,"6,507.35"
