N° ECONOMICO,FECHA DE ASIGNACIÓN,LITROS ASIGNADOS,PRECIO POR LITRO,TOTAL
229,23/05/23,430.98,22.47,"9,684.12"
229,24/05/23,559.61,23.17,"12,966.16"
229,2/06/23,716.58,21.7,"15,549.79"
229,1/07/23,783.03,20.48,"16,036.45"
229,5/07/23,576.27,20.48,"11,802.01"
229,3/07/23,102.57,20.48,"2,100.63"
229,7/07/23,200,23.29,4658
229,12/07/23,600,21.72,13032
229,15/07/23,200,23.59,4718
229,11/07/23,200,23.09,4618
229,17/07/23,683.09,22.33,15253.4
229,27/07/23,267.16,22.650032,"6,051.18"
229,29/07/23,291.32,22.650032,"6,598.41"
229,26/07/23,274.52,20.7499,"5,696.26"
229,31/07/23,569.476,23.99,"13,661.73"
229,3/08/23,590.94,23.37,"13,810.27"
229,8/08/23,506,23.37,"11,825.22"
229,13/08/23,287.01,23.2,"6,658.63"
229,16/08/23,843.1,23.2,"19,559.92"
229,21/08/23,644.01,22.32,14374.3
229,18/08/23,573.063,24.19,"13,862.39"
229,24/08/23,300,22.32,6696
229,25/08/23,614.19,22.32,"13,708.72"
229,28/08/23,470.004,24.95,11726.6
229,31/08/23,100.24,22.32,"2,237.36"
229,8/09/23,100,22.32,2232
229,1/09/23,795.29,22.32,"17,750.87"
229,4/09/23,686.49,22.32,"15,322.46"
229,9/09/23,703.25,22.32,"15,696.54"
229,12/09/23,300,23.88,7164
229,13/09/23,693.8,24.15,"16,755.27"
229,15/09/23,605.25,22.32,"13,509.18"
229,20/09/23,620.77,21.99,"13,650.73"
229,23/10/23,152.05,21.2,"3,223.46"
229,25/10/23,266.66,21.2,"5,653.19"
229,28/10/23,443.06,21.2,"9,392.87"
229,1/11/23,628.41,21.2,"13,322.29"
229,7/11/23,687.63,21.2,"14,577.76"
229,5/11/23,300,21.2,6360
229,20/11/23,716.85,21.7,"15,555.65"
229,21/11/23,200,23.68,4736
229,27/11/23,701.12,20.5,"14,372.96"
229,4/12/23,751.6,20.299,"15,256.73"
229,24/11/23,200,23.79,4758
229,25/11/23,400.2,20.5,8204.1
229,30/11/23,727.059,25.16,18292.8
229,10/12/23,809.12,25.16,"20,357.46"
229,6/12/23,417.42,20.299,"8,473.21"
229,11/12/23,670.83,20.299,"13,617.18"
229,14/12/23,206.48,19.99,"4,127.54"
229,18/12/23,902.01,19.99,"18,031.18"
229,15/01/24,828.32,19.69,"16,309.62"
229,23/01/24,450,24.61,11074.5
229,18/01/24,489.12,24.39,"11,929.64"
229,20/01/24,534.35,19.69,"10,521.35"
229,27/01/24,100,24.29,2429
229,27/01/24,500,24.49,12245
229,29/01/24,755.67,19.69,"14,879.14"
229,31/01/24,106.73,19.69,"2,101.51"
229,6/02/24,510,19.69,10041.9
229,7/02/24,189,19.6,3704.4
229,8/02/24,272.86,19.6,"5,348.06"
229,12/02/24,813.32,19.6,"15,941.07"
229,14/02/24,445.28,19.6,"8,727.49"
229,17/02/24,654.52,19.6,"12,828.59"
229,2/03/24,898.89,20.6,"18,517.13"
229,26/03/24,43.95,21.1,927.35
229,1/04/24,496,21.6,10713.6
229,4/04/24,711,21.6,15357.6
229,8/04/24,410,21.6,8856
229,15/04/24,550,21.6,11880
229,19/04/24,497,21.6,10735.2
229,17/04/24,148.02,21.6,"3,197.23"
229,24/04/24,399.7,21.6,"8,633.52"
229,28/04/24,200,24.99,4998
229,30/04/24,200,24.98,4996
229,1/05/24,657.46,21.6,"14,201.14"
229,13/05/24,199.78,21.6,"4,315.25"
229,3/05/24,568.93,21.6,"12,288.89"
229,15/05/24,738,22.5,16605
229,17/05/24,80.59,22.5,"1,813.28"
229,22/05/24,347.17,22.5,"7,811.33"
229,23/05/24,223,22.5,5017.5
229,28/05/24,288,22.5,6480
229,29/05/24,312,22.5,7020
229,31/05/24,379.1,22.69,"8,601.78"
229,4/06/24,406,22.69,"9,212.14"
229,6/06/24,320,22.69,7260.8
229,10/06/24,382.1,22.69,"8,669.85"
229,13/06/24,655.2,22.69,"14,866.49"
229,20/06/24,567.3,22.69,"12,872.04"
229,18/06/24,577.05,22.69,"13,093.26"
229,26/06/24,537,22.69,"12,184.53"
229,28/06/24,470,22.69,10664.3
229,3/07/24,730,22.69,16563.7
229,6/07/24,596,22.69,"13,523.24"
229,10/07/24,637.75,22.69,"14,470.55"
229,12/07/24,202,22.69,"4,583.38"
229,17/07/24,672,22.69,"15,247.68"
229,19/07/24,486.86,22.69,"11,046.85"
229,22/07/24,192.29,22.69,"4,363.06"
229,25/07/24,654,22.69,"14,839.26"
229,2/08/24,622.95,22.69,"14,134.74"
229,29/07/24,95.49,22.69,"2,166.67"
229,31/07/24,399.25,24.99,"9,977.26"
229,5/08/24,552.75,22.69,12541.9
229,16/08/24,210.04,22.69,"4,765.81"
229,10/08/24,490.44,22.69,"11,128.08"
229,15/08/24,748.76,22.69,"16,989.36"
229,13/08/24,100,22.69,2269
229,7/08/24,562.64,22.69,12766.3
229,19/08/24,532.71,22.69,"12,087.19"
229,21/08/24,646.83,22.69,"14,676.57"
229,23/08/24,238.29,22.69,5406.8
229,28/08/24,255.17,22.69,"5,789.81"
229,5/09/24,698.21,22.69,"15,842.38"
229,31/08/24,150,25.18,3777
229,2/09/24,830.47,22.69,"18,843.36"
229,11/09/24,131.97,22.69,2994.4
229,14/09/24,295.47,22.69,"6,704.21"
229,19/09/24,492.35,22.69,"11,171.42"
229,23/09/24,609.95,22.9,"13,967.86"
229,25/09/24,608.069,24.99,"15,195.64"
229,28/09/24,701.34,22.9,"16,060.69"
229,2/10/24,566.23,21.25,"12,032.39"
229,4/10/24,16.97,21.25,360.61
228,25/01/23,500,23.49,11745
228,5/01/23,698,22.1,15425.8
228,20/01/23,772.023,21.7,16752.9
227,3/01/23,795,22.1,17569.5
227,10/01/23,757.583,22.1,"16,742.58"
227,23/01/23,200,21.7,4340
227,18/01/23,878.143,21.7,19055.7
227,24/01/23,810.009,21.7,17577.2
227,28/01/23,867.42,21.7,"18,823.01"
227,1/02/23,650.221,23.99,15598.8
227,3/02/23,748.321,20.97,"15,692.29"
227,11/02/23,768.61,19,"14,603.59"
227,17/02/23,200,23.29,4658
227,18/02/23,816.235,19,"15,508.47"
227,22/02/23,715.161,19,"13,588.06"
227,2/03/23,200,20.152,4030.4
227,7/03/23,823.54,20.152,"16,595.98"
227,10/03/23,696.4,20.73,"14,436.37"
227,21/03/23,711.15,21.9,"15,574.18"
227,13/04/23,410.011,23.99,"9,836.16"
227,17/04/23,644.6,21.61,"13,929.81"
227,21/04/23,439.29,21.61,"9,493.06"
227,29/04/23,584.39,21.99,"12,850.74"
227,5/06/23,508.11,21.79,"11,071.72"
227,10/06/23,202.89,21.7,"4,402.71"
227,7/06/23,478.72,21.7,"10,388.22"
227,17/06/23,365.86,21.7,"7,939.16"
227,21/06/23,355.97,21.7,"7,724.55"
227,21/07/23,624.16,20.7499,"12,951.26"
227,25/07/23,280.64,20.7499,"5,823.25"
227,29/07/23,657.42,22.650032,"14,890.58"
227,3/08/23,539.05,23.37,12597.6
227,8/08/23,719.08,23.37,16804.9
227,9/08/23,280.74,23.2,"6,513.17"
227,11/08/23,592.052,24.09,"14,262.53"
227,15/08/23,748.41,23.2,"17,363.11"
227,21/08/23,709.02,22.32,"15,825.33"
227,25/08/23,715.64,22.32,"15,973.08"
227,28/08/23,149.35,22.32,"3,333.49"
227,4/09/23,630.8,22.32,"14,079.46"
227,1/09/23,650.757,23.99,"15,611.66"
227,10/09/23,350,23.99,8396.5
227,12/09/23,764.21,22.32,"17,057.17"
227,18/09/23,786.4,21.99,"17,292.94"
227,22/09/23,557.19,21.099,"11,756.15"
227,25/09/23,520.03,21.099,"10,972.11"
227,29/09/23,635.1,21.099,"13,399.97"
227,6/10/23,703.87,21.499,15132.5
227,16/10/23,747.99,21.099,"15,781.84"
227,20/10/23,818.11,21.2,"17,343.93"
227,25/10/23,200,24.05,4810
227,26/10/23,800,21.2,16960
227,30/10/23,150,24.27,3640.5
227,31/10/23,745.12,21.2,"15,796.54"
227,3/11/23,641.91,21.2,"13,608.49"
227,1/11/23,200,24.29,4858
227,9/11/23,785.79,21.2,"16,658.75"
227,13/11/23,733.14,21.2,"15,542.57"
227,16/11/23,150,24.39,3658.5
227,17/11/23,690.2,21.7,"14,977.34"
227,12/11/23,200,23.99,4798
227,21/11/23,200,24.29,4858
227,21/11/23,593.75,20.5,"12,171.88"
227,23/11/23,300,24.29,7287
227,24/11/23,583.43,20.5,"11,960.31"
227,28/11/23,200,24.39,4878
227,1/12/23,300,24.39,7317
227,2/12/23,600,20.299,12179.4
227,29/11/23,577.53,20.299,"11,723.28"
227,7/12/23,300,24.8,7440
227,8/12/23,760,20.299,"15,427.24"
227,14/12/23,200,24.39,4878
227,14/12/23,691,19.99,"13,813.09"
227,17/12/23,739.52,19.99,14783
227,18/12/23,160,19.99,3198.4
227,21/12/23,682.02,19.69,"13,428.97"
227,21/12/23,200,24.39,4878
227,23/12/23,150,24.39,3658.5
227,26/12/23,590.06,19.69,"11,618.28"
227,29/12/23,200,24.49,4898
227,29/12/23,740,19.69,14570.6
227,4/01/24,200,24.29,4858
227,5/01/24,662.01,19.69,"13,034.98"
227,16/01/24,631.35,19.69,"12,431.28"
227,11/01/24,100,24.49,2449
227,11/01/24,797.82,19.69,"15,709.08"
227,13/01/24,200,24.49,4898
227,20/01/24,750,19.69,14767.5
227,24/01/24,761.56,19.69,"14,995.12"
227,29/01/24,747.53,19.69,"14,718.87"
227,2/02/24,400,24.69,9876
227,5/02/24,350,24.69,8641.5
227,7/02/24,350,24.69,8641.5
227,9/02/24,698,19.6,13680.8
227,14/02/24,200,24.69,4938
227,22/02/24,722.48,20.6,"14,883.09"
227,17/02/24,810,19.6,15876
227,19/02/24,200,24.69,4938
227,20/02/24,660.64,24.65,"16,284.78"
227,27/02/24,842,20.6,17345.2
227,4/03/24,695,20.6,14317
227,8/03/24,757.92,20.6,"15,613.15"
227,13/03/24,846.9,21.5,"18,208.35"
227,16/03/24,200.05,24.59,"4,919.23"
227,18/03/24,740,21.5,15910
227,20/03/24,640,21.1,13504
227,25/03/24,100,21.1,2110
227,26/03/24,793.67,24.75,"19,643.33"
227,1/04/24,737.1,21.6,"15,921.36"
227,2/04/24,100,24.44,2444
227,4/04/24,765,21.6,16524
227,9/04/24,711,21.6,15357.6
227,13/04/24,565.01,21.6,"12,204.22"
227,18/04/24,525,21.6,11340
227,20/04/24,475,21.6,10260
227,25/04/24,501,21.6,10821.6
227,26/04/24,250,21.6,5400
227,2/05/24,732,24.59,"17,999.88"
227,11/05/24,100,25.01,2501
227,12/05/24,740.12,21.6,"15,986.59"
227,3/05/24,633.1,21.6,"13,674.96"
227,6/05/24,222.1,21.6,"4,797.36"
227,9/05/24,659.4,21.6,"14,243.04"
227,13/05/24,547,4656.3,2546996.1
227,22/05/24,660,22.5,14850
227,17/05/24,100.06,22.5,"2,251.35"
227,17/05/24,787,22.5,17707.5
227,24/05/24,775.78,22.5,"17,455.05"
227,28/05/24,705,22.5,15862.5
227,6/06/24,725.94,22.69,"16,471.58"
227,2/06/24,100,25.01,2501
227,4/06/24,823.3,22.69,"18,680.68"
227,11/06/24,773,22.69,"17,539.37"
227,10/06/24,100,25.01,2501
227,15/06/24,807.71,22.69,"18,326.94"
227,25/06/24,695,22.69,"15,769.55"
227,19/06/24,777,22.69,"17,630.13"
227,25/06/24,150,24.99,3748.5
227,28/06/24,840.096,25.29,"21,246.03"
227,1/07/24,611,22.69,"13,863.59"
227,30/06/24,150,25.19,3778.5
227,4/07/24,750,22.69,17017.5
227,4/07/24,100,25.29,2529
227,6/07/24,780,22.69,17698.2
227,11/07/24,100,25.19,2519
227,12/07/24,691,22.69,"15,678.79"
227,15/07/24,747,22.69,"16,949.43"
227,17/07/24,100,25.35,2535
227,18/07/24,727.26,22.69,"16,501.53"
227,20/07/24,100,25.45,2545
227,22/07/24,774.74,22.69,"17,578.85"
227,31/07/24,215,22.69,"4,878.35"
227,3/08/24,100,25.09,2509
227,5/08/24,843.35,22.69,"19,135.61"
227,9/08/24,720.01,22.69,"16,337.03"
227,11/08/24,100,25.09,2509
227,13/08/24,805,22.69,"18,265.45"
227,16/08/24,150,25.09,3763.5
227,17/08/24,800,22.69,18152
227,21/08/24,800,22.69,18152
227,23/08/24,150,25.09,3763.5
227,23/08/24,638.52,22.69,"14,488.02"
227,9/09/24,790.44,22.69,"17,935.08"
227,31/08/24,150,25.09,3763.5
227,28/08/24,100,25.09,2509
227,12/09/24,764.86,22.69,"17,354.67"
227,29/08/24,740.01,22.69,"16,790.83"
227,2/09/24,660,22.69,14975.4
227,18/09/24,800,22.9,18320
227,18/09/24,200,24.99,4998
227,20/09/24,616,22.9,14106.4
227,20/09/24,200,24.99,4998
227,24/09/24,100,24.99,2499
227,24/09/24,805,22.9,18434.5
227,27/09/24,783.74,22.9,"17,947.65"
227,1/10/24,200,24.89,4978
227,3/10/24,765,21.25,"16,256.25"
226,2/01/23,286,22.1,6320.6
226,6/01/23,680.174,23.99,"16,317.37"
226,5/01/23,150,23.99,3598.5
226,10/01/23,640.002,22.1,"14,144.04"
226,12/01/23,684,24.65,16860.6
226,17/01/23,827.242,21.7,"17,951.15"
226,1/02/23,870.001,21.7,"18,879.02"
226,7/02/23,893.022,20.97,"18,726.67"
226,9/02/23,267.827,20.97,"5,616.33"
226,13/02/23,544.45,19,"10,344.55"
226,16/02/23,530.002,19,"10,070.04"
226,20/02/23,571.013,19,"10,849.25"
226,24/02/23,860.005,20.152,"17,330.82"
226,7/03/23,393.81,20.152,"7,936.06"
226,10/03/23,249.91,20.73,"5,180.63"
226,16/03/23,787.8,20.73,"16,331.09"
226,13/03/23,731.02,24.65,"18,019.64"
226,24/03/23,262.81,21.9,"5,755.54"
226,21/03/23,370.16,21.9,8106.5
226,30/03/23,503.35,21.57,"10,857.26"
226,4/04/23,585.09,21.2,"12,403.91"
226,21/04/23,253.17,21.61,5471
226,10/04/23,398.94,21.9,"8,736.79"
226,17/04/23,831.62,21.61,"17,971.31"
226,19/04/23,269.39,21.61,"5,821.52"
226,27/04/23,820.67,21.53,"17,669.03"
226,24/05/23,250,23.59,5897.5
226,24/05/23,250,23.59,5897.5
226,6/04/23,666.47,23.99,"15,988.62"
226,12/04/23,681.28,24.65,"16,793.55"
226,1/05/23,600.02,21.49,"12,894.43"
226,5/05/23,150,23.59,3538.5
226,9/05/23,618.8,22.15,"13,706.42"
226,11/05/23,612.07,22.15,"13,557.35"
226,16/05/23,622.49,20.2,12574.3
226,19/05/23,573,20.2,11574.6
226,26/05/23,738.65,20.2,"14,920.73"
226,15/06/23,250,23.29,5822.5
226,17/06/23,907.76,21.7,"19,698.39"
226,5/06/23,608.1,21.79,13250.5
226,6/05/23,835.65,24.13,"20,164.23"
226,22/05/23,716.07,24.65,"17,651.13"
226,9/06/23,818.58,21.7,"17,763.19"
226,26/06/23,611.93,21.7,"13,278.88"
226,20/06/23,267.99,21.7,"5,815.38"
226,29/06/23,608.26,20.48,"12,457.16"
226,8/07/23,114.09,20.48,"2,336.56"
226,6/07/23,0,20.48,0
226,6/07/23,662.89,20.48,"13,575.99"
226,3/07/23,738.88,20.48,"15,132.26"
226,13/07/23,674.38,21.72,"14,647.53"
226,22/06/23,335.82,21.7,"7,287.29"
226,13/07/23,200,21.72,4344
226,15/07/23,230.71,22.33,"5,151.75"
226,24/07/23,214.98,20.7499,"4,460.81"
226,18/07/23,581.687,23.99,"13,954.67"
226,20/07/23,580.44,20.7499,"12,044.07"
226,22/07/23,282.08,20.7499,"5,853.13"
226,28/07/23,550.89,22.650032,"12,477.68"
226,1/08/23,516.04,22.650032,"11,688.32"
226,4/08/23,812.502,23.99,"19,491.92"
226,7/08/23,732.68,23.37,"17,122.73"
226,12/08/23,126.51,23.2,"2,935.03"
226,14/08/23,150,23.2,3480
226,16/08/23,788.019,24.95,"19,661.07"
226,21/08/23,913.03,22.32,"20,378.83"
226,25/08/23,676.06,22.32,"15,089.66"
226,28/08/23,293.88,22.32,6559.4
226,31/08/23,601.92,22.32,"13,434.85"
226,7/09/23,390.81,22.32,"8,722.88"
226,4/09/23,277.01,22.32,"6,182.86"
226,9/09/23,405.98,22.32,"9,061.47"
226,13/09/23,600,24.39,14634
226,14/09/23,150,23.29,3493.5
226,15/09/23,859.37,21.99,"18,897.55"
226,20/09/23,123,21.99,"2,704.77"
226,25/09/23,848.82,21.099,"17,909.25"
226,30/09/23,361.13,21.499,"7,763.93"
226,3/10/23,551.93,21.499,"11,865.94"
226,7/10/23,357.9,21.499,"7,694.49"
226,18/10/23,432.68,21.2,"9,172.82"
226,21/10/23,162.24,21.2,"3,439.49"
226,24/10/23,240.47,21.2,"5,097.96"
226,27/10/23,150,23.09,3463.5
226,30/10/23,760,21.2,16112
226,7/11/23,847.738,25.16,"21,329.09"
226,8/11/23,570,21.2,12084
226,10/11/23,611.78,24.39,"14,921.31"
226,14/11/23,775.73,21.2,"16,445.48"
226,18/11/23,793.52,21.7,"17,219.38"
226,25/11/23,791.08,20.5,"16,217.14"
226,28/11/23,762.353,25.16,19180.8
226,5/12/23,700,20.299,14209.3
226,1/12/23,200,24.39,4878
226,1/12/23,611,20.299,"12,402.69"
226,9/12/23,696,20.299,14128.1
226,13/12/23,457.07,19.99,"9,136.83"
226,14/12/23,300,19.99,5997
226,16/12/23,110.01,19.99,2199.1
226,19/12/23,370,19.99,7396.3
226,21/12/23,541.73,19.69,"10,666.66"
226,26/12/23,560,19.69,11026.4
226,29/12/23,591.53,24.39,"14,427.42"
226,2/01/24,460,19.69,9057.4
226,4/01/24,366,19.69,"7,206.54"
226,5/01/24,313,19.69,"6,162.97"
226,16/01/24,665,19.69,"13,093.85"
226,11/01/24,656.07,19.69,"12,918.02"
226,19/01/24,700,19.69,13783
226,25/01/24,921.654,25.66,"23,649.64"
226,25/01/24,200,25.03,5006
226,29/01/24,200,25.66,5132
226,30/01/24,580,19.69,11420.2
226,14/02/24,152.67,19.6,"2,992.33"
226,17/02/24,810,19.6,15876
226,23/02/24,903.332,24.65,"22,267.13"
226,26/02/24,830.64,20.6,"17,111.18"
226,1/03/24,786.93,20.6,"16,210.76"
226,6/03/24,826,20.6,17015.6
226,11/03/24,765,20.6,15759
226,13/03/24,800,21.5,17200
226,19/03/24,765,21.1,16141.5
226,21/03/24,817,21.1,17238.7
226,2/04/24,625,21.6,13500
226,26/03/24,883.494,24.75,"21,866.48"
226,5/04/24,180,21.6,3888
226,9/04/24,873,21.6,18856.8
226,11/04/24,300,24.89,7467
226,13/04/24,706.643,24.89,"17,588.34"
226,15/04/24,706,21.6,15249.6
226,23/04/24,815,21.6,17604
226,25/04/24,735,21.6,15876
226,28/04/24,722.82,21.6,"15,612.91"
226,6/05/24,823.67,21.6,"17,791.27"
226,10/05/24,793,21.6,17128.8
226,2/05/24,882.88,21.6,"19,070.21"
226,15/05/24,275,22.5,6187.5
226,23/05/24,857,22.5,19282.5
226,13/05/24,722,21.6,15595.2
226,18/05/24,746,22.5,16785
226,27/05/24,857.75,22.5,"19,299.38"
226,30/05/24,841,22.69,"19,082.29"
226,7/06/24,881,22.69,"19,989.89"
226,10/06/24,878.453,25.01,"21,970.11"
226,14/06/24,582,22.69,"13,205.58"
226,13/06/24,200,24.99,4998
226,20/06/24,859.948,25.19,"21,662.09"
226,19/06/24,200,25.11,5022
226,24/06/24,817,22.69,"18,537.73"
226,26/06/24,800,22.69,18152
226,29/07/24,800,22.69,18152
226,27/07/24,486.24,22.69,"11,032.79"
226,1/08/24,769,22.69,"17,448.61"
226,7/08/24,648,22.69,"14,703.12"
226,6/08/24,100,25.57,2557
226,10/08/24,793,22.69,"17,993.17"
226,15/08/24,800,22.69,18152
226,18/08/24,150,25.34,3801
226,19/08/24,100,24.89,2489
226,20/08/24,812.81,22.69,"18,442.66"
226,23/08/24,749.07,22.69,16996.4
226,9/09/24,855,22.69,"19,399.95"
226,2/09/24,813.61,22.69,"18,460.81"
226,28/08/24,150,25.09,3763.5
226,29/08/24,815.02,22.69,18492.8
226,6/09/24,800,22.69,18152
226,11/09/24,760,22.69,17244.4
226,12/09/24,94.38,22.69,"2,141.48"
226,21/09/24,150,25.69,3853.5
226,25/09/24,823.01,22.9,"18,846.93"
226,22/09/24,750,22.9,17175
226,30/09/24,864,21.25,18360
226,5/10/24,869.95,21.25,"18,486.44"
225,4/01/23,200,24.69,4938
225,2/01/23,270,22.1,5967
225,12/01/23,1110,21.7,24087
225,18/02/23,587.103,19,"11,154.96"
225,22/02/23,884.982,19,"16,814.66"
225,21/02/23,450,23.57,10606.5
225,27/02/23,429.041,20.152,"8,646.03"
225,1/03/23,287.043,20.152,"5,784.49"
225,3/03/23,232.77,20.152,"4,690.78"
225,7/03/23,503.25,20.152,"10,141.49"
225,11/03/23,682.71,20.73,"14,152.58"
225,21/03/23,579.45,21.9,"12,689.96"
225,14/03/23,566.458,23.99,"13,589.33"
225,18/03/23,450,20.7,9315
225,19/03/23,718.053,23.99,"17,226.09"
225,25/03/23,379.4,21.9,"8,308.86"
225,28/03/23,664.3,21.57,"14,328.95"
225,31/03/23,618.82,21.57,"13,347.95"
225,4/04/23,948.71,21.2,"20,112.65"
225,10/04/23,655.26,21.9,"14,350.19"
225,12/04/23,372.09,21.9,"8,148.77"
225,20/04/23,550,23.81,13095.5
225,14/04/23,777.073,23.99,"18,641.98"
225,17/04/23,300,23.19,6957
225,21/04/23,861.46,21.61,"18,616.15"
225,19/04/23,50,23.51,1175.5
225,25/04/23,962.33,21.53,"20,718.96"
225,15/06/23,166.67,21.7,"3,616.74"
225,28/07/23,317.41,22.650032,"7,189.35"
225,9/09/23,377.02,22.32,"8,415.09"
225,29/09/23,398.24,21.099,"8,402.47"
225,18/11/23,1200,21.7,26040
225,1/12/23,150,20.299,"3,044.85"
225,6/12/23,33.86,20.299,687.32
225,12/12/23,236.05,19.99,"4,718.64"
225,19/12/23,100,19.99,1999
225,20/12/23,268.47,19.99,"5,366.72"
225,2/01/24,231.3,19.69,4554.3
225,27/01/24,100.11,19.69,"1,971.17"
225,31/01/24,55.17,19.69,1086.3
225,7/02/24,62,19.6,1215.2
225,14/02/24,267.29,19.6,"5,238.88"
225,23/02/24,100,20.6,2060
225,19/02/24,300.33,19.6,"5,886.47"
225,24/02/24,252.4,20.6,"5,199.44"
225,5/03/24,279.47,20.6,"5,757.08"
225,11/03/24,150,20.6,3090
225,20/03/24,276.61,21.1,"5,836.47"
225,1/04/24,100,21.1,2110
225,2/04/24,318.73,21.1,6725.2
225,8/04/24,328.36,21.6,"7,092.58"
225,10/04/24,85.1,21.6,"1,838.16"
225,18/04/24,358.09,21.6,"7,734.74"
225,27/04/24,376.59,21.6,"8,134.34"
225,6/05/24,295.33,21.6,"6,379.13"
225,21/05/24,286,22.5,6435
225,14/05/24,373.64,21.6,"8,070.62"
225,27/05/24,326.03,22.5,"7,335.67"
225,4/06/24,291.18,22.69,"6,606.87"
225,5/06/24,122.82,22.69,"2,786.79"
225,13/06/24,264.01,22.69,"5,990.39"
225,19/06/24,296.51,22.69,"6,727.81"
225,27/06/24,100,25.19,2519
225,27/06/24,333.55,22.69,"7,568.25"
225,11/07/24,287.49,22.69,"6,523.15"
225,19/07/24,260.17,22.69,"5,903.26"
225,12/08/24,353.69,22.69,"8,025.23"
225,16/08/24,237.9,22.69,"5,397.95"
225,22/08/24,293.42,22.69,6657.7
225,28/08/24,220.91,22.69,"5,012.45"
225,11/09/24,240.81,22.69,"5,463.98"
225,4/09/24,306.72,22.69,"6,959.48"
225,14/09/24,132.42,22.69,"3,004.61"
225,23/09/24,170.22,22.9,"3,898.04"
225,25/09/24,93.01,22.9,"2,129.93"
225,23/09/24,92.89,22.9,"2,127.18"
225,2/10/24,250.01,21.25,"5,312.71"
220,2/01/23,165,22.1,3646.5
220,10/01/23,100.001,22.1,"2,210.02"
220,5/01/23,150,23.99,3598.5
220,6/01/23,714.083,23.99,"17,130.85"
220,10/01/23,879.96,22.1,"19,447.12"
220,18/01/23,294.859,21.7,"6,398.44"
220,16/01/23,514,21.7,11153.8
220,23/01/23,550.01,21.7,"11,935.22"
220,28/01/23,864.006,21.7,"18,748.93"
220,1/02/23,150,21.7,3255
220,2/02/23,815.157,21.7,"17,688.91"
220,7/02/23,100,20.97,2097
220,8/02/23,944.974,20.97,19816.1
220,14/02/23,833.139,19,"15,829.64"
220,18/02/23,475.097,19,"9,026.84"
220,22/02/23,429.836,19,"8,166.88"
220,27/02/23,299.049,20.152,"6,026.44"
220,3/03/23,900.45,20.152,"18,145.87"
220,8/03/23,217.48,20.152,"4,382.66"
220,13/03/23,952.19,20.73,19738.9
220,8/03/23,217.48,20.73,"4,508.36"
220,18/03/23,709.22,20.73,"14,702.13"
220,22/03/23,729.09,24.65,"17,972.07"
220,24/03/23,878.09,21.57,18940.4
220,31/03/23,362.05,21.57,"7,809.42"
220,9/04/23,934.321,23.57,"22,021.95"
220,3/04/23,378.77,21.2,"8,029.92"
220,11/04/23,150,23.99,3598.5
220,17/04/23,843.65,21.61,"18,231.28"
220,13/04/23,897.15,23.81,"21,361.14"
220,18/04/23,427.11,23.3897,"9,989.97"
220,22/04/23,450,23.19,10435.5
220,22/04/23,200,23.55,4710
220,26/04/23,492.18,21.53,"10,596.64"
220,28/04/23,181.78,21.53,"3,913.72"
220,26/04/23,884.94,23.81,"21,070.42"
220,3/05/23,425.29,23.49,"9,990.06"
220,4/05/23,746.99,21.49,"16,052.82"
220,9/05/23,200.02,22.15,"4,430.44"
220,10/05/23,798.03,22.15,"17,676.36"
220,13/05/23,312.58,22.15,"6,923.65"
220,31/05/23,200.02,22.15,"4,430.44"
220,16/05/23,429,20.2,8665.8
220,18/05/23,416.95,20.2,"8,422.39"
220,20/05/23,411.75,20.2,"8,317.35"
220,23/05/23,437.8,20.2,"8,843.56"
220,26/05/23,415.95,20.2,"8,402.19"
220,31/05/23,803.32,21.79,"17,504.34"
220,26/05/23,415.95,20.2,"8,402.19"
220,31/05/23,803.32,20.2,"16,227.06"
220,31/05/23,200,21.7,4340
220,14/06/23,864.7,21.7,"18,763.99"
220,6/06/23,892.69,21.7,"19,371.37"
220,7/06/23,325.42,21.7,"7,061.61"
220,29/05/23,200,23.57,4714
220,16/06/23,640.94,21.7,13908.4
220,21/06/23,909.84,21.7,"19,743.53"
220,26/06/23,794.51,21.7,"17,240.87"
220,29/06/23,376.92,20.48,"7,719.32"
220,3/07/23,679.03,20.48,"13,906.53"
220,7/07/23,405.274,24.65,9990
220,7/07/23,405.274,24.65,9990
220,10/07/23,941.17,20.48,"19,275.16"
220,15/07/23,720,22.33,16077.6
220,18/07/23,938.4,22.33,"20,954.47"
220,22/07/23,705.94,20.7499,"14,648.18"
220,25/07/23,646.864,23.99,"15,518.27"
220,1/08/23,511.88,22.650032,11594.1
220,28/07/23,892.64,22.650032,"20,218.32"
220,5/08/23,638.28,23.37,14916.6
220,10/08/23,782.16,23.2,"18,146.11"
220,14/08/23,699.07,23.2,"16,218.42"
220,17/08/23,734.03,23.2,17029.5
220,21/08/23,680.79,22.32,"15,195.23"
220,24/08/23,747.14,22.32,"16,676.16"
220,28/08/23,551.82,22.32,"12,316.62"
220,12/09/23,100,22.32,2232
220,12/09/23,873.76,22.32,"19,502.32"
220,6/09/23,804.61,22.32,17958.9
220,4/09/23,200,22.32,4464
220,9/09/23,656.051,24.39,"16,001.08"
220,14/09/23,646.08,22.32,"14,420.51"
220,19/09/23,150,24.05,3607.5
220,20/09/23,818.34,21.99,17995.3
220,7/10/23,292,21.499,"6,277.71"
220,11/10/23,609.37,21.099,12857.1
220,14/10/23,277.01,21.099,"5,844.63"
220,19/10/23,615.05,21.2,"13,039.06"
